Wordnum_1,Analyzed_1,Word_1,Onset_1,Offset_1,Cloze_1,,,Wordnum_p2,Wordnum_2,Analyzed_2,Word_2,Onset_2,Offset_2,Cloze_2
1262,0,she,471.26,471.5,0.97,,,1262,3518,0,Gumshoe,467.309999,467.679999,0.00
1263,0,knew,471.5,471.72,0.13,,,1263,3519,0,gang,467.68,468.01,0.83
1264,0,that,471.72,471.84,0.33,,,1264,3520,0,sat,468.01,468.25,0.03
1265,0,the,471.84,471.96,0.03,,,1265,3521,0,in,468.25,468.36,0.23
1266,0,tiny,471.97,472.37,0.00,,,1266,3522,0,a,468.359999,468.429999,0.10
1267,0,details,472.38,472.92,0.00,,,1267,3523,0,circle,468.43,468.81,0.37
1268,0,are,472.96,473.12,0.07,,,1268,3524,0,on,468.81,468.91,0.03
1269,0,the,473.12,473.24,0.17,,,1269,3525,0,the,468.91,469.02,0.90
1270,0,key,473.24,473.69,0.00,,,1270,3526,0,"stage,",469.02,469.52,0.07
1271,0,to,473.7,473.85,0.63,,,1271,3527,0,hidden,469.65,469.97,0.00
1272,0,solving,473.85,474.32,0.67,,,1272,3528,0,behind,469.97,470.27,0.20
1273,0,a,474.32,474.4,0.07,,,1273,3529,0,the,470.27,470.36,0.83
1274,0,case.,474.4,474.98,0.40,,,1274,3530,0,blue,470.36,470.68,0.00
1275,0,If,475.64,475.83,0.00,,,1275,3531,0,stage,470.68,471.05,0.07
1276,0,Coco,475.83,476.18,0.23,,,1276,3532,0,curtain.,471.05,471.51,0.57
1277,0,was,476.179999,476.369999,0.57,,,1277,3533,0,They,472.19,472.36,0.47
1278,0,"stolen,",476.37,477.03,0.33,,,1278,3534,0,passed,472.36,472.71,0.00
1279,0,then,477.4,477.54,0.53,,,1279,3535,0,around,472.71,472.91,0.37
1280,0,the,477.54,477.64,0.03,,,1280,3536,0,the,472.91,473,0.83
1281,0,library,477.639999,478.139999,0.00,,,1281,3537,0,hunk,473,473.25,0.00
1282,0,was,478.16,478.4,0.37,,,1282,3538,0,of,473.26,473.3,0.90
1283,0,definitely,478.46,479.1,0.00,,,1283,3539,1,"cheese,",473.32,473.8,0.90
1284,0,a,479.099999,479.179999,0.23,,,1284,3540,0,examining,473.86,474.5,0.07
1285,0,crime,479.219999,479.609999,0.33,,,1285,3541,0,the,474.5,474.61,0.60
1286,0,scene.,479.61,479.87,0.97,,,1286,3542,0,bite,474.62,474.83,0.77
1287,0,Tully,480.679999,480.999999,0.47,,,1287,3543,0,marks,474.83,475.12,0.83
1288,0,quickly,481,481.38,0.00,,,1288,3544,0,on,475.12,475.26,0.13
1289,0,pulled,481.38,481.65,0.00,,,1289,3545,0,it,475.26,475.38,0.30
1290,0,out,481.65,481.79,0.50,,,1290,3546,0,with,475.42,475.63,0.00
1291,0,her,481.799999,481.949999,0.63,,,1291,3547,0,Tully's,475.63,475.99,0.00
1292,0,notebook,481.95,482.42,0.40,,,1292,3548,0,magnifying,476.02,476.61,0.63
1293,0,out,482.45,482.58,0.00,,,1293,3549,1,glass.,476.61,477.06,0.90
1294,0,of,482.58,482.69,0.37,,,1294,3550,0,You,477.94,478.09,0.00
1295,0,her,482.69,482.82,0.93,,,1295,3551,0,can,478.09,478.27,0.13
1296,1,backpack.,482.82,483.54,0.60,,,1296,3552,0,see,478.27,478.54,0.77
1297,0,She,484.07,484.25,0.80,,,1297,3553,0,the,478.54,478.67,0.47
1298,0,was,484.25,484.38,0.03,,,1298,3554,0,marks,478.679999,479.079999,0.30
1299,0,in,484.379999,484.519999,0.00,,,1299,3555,0,on,479.08,479.14,0.23
1300,0,charge,484.52,484.8,0.03,,,1300,3556,0,the,479.139999,479.289999,0.73
1301,0,of,484.799999,484.939999,0.90,,,1301,3557,0,top,479.3,479.69,0.00
1302,0,writing,484.940001,485.180001,0.07,,,1302,3558,0,and,479.87,480.09,0.00
1303,0,down,485.18,485.42,0.53,,,1303,3559,0,bottom,480.09,480.43,0.20
1304,0,all,485.5,485.85,0.13,,,1304,3560,1,teeth,480.429999,480.789999,0.00
1305,0,of,485.85,485.98,0.23,,,1305,3561,0,biting,480.88,481.19,0.00
1306,0,the,485.98,486.06,0.93,,,1306,3562,0,all,481.2,481.46,0.00
1307,0,notes,486.059999,486.409999,0.07,,,1307,3563,0,the,481.46,481.55,0.67
1308,0,for,486.42,486.53,0.30,,,1308,3564,0,way,481.549999,481.739999,0.53
1309,0,the,486.53,486.63,0.67,,,1309,3565,0,through,481.74,481.96,0.53
1310,0,Gumshoe,486.63,486.73,0.10,,,1310,3566,0,the,481.96,482.06,0.70
1311,0,"gang,",487.02,487.33,0.40,,,1311,3567,0,"cheese,",482.059999,482.589999,0.80
1312,0,which,487.65,487.83,0.07,,,1312,3568,0,except,482.99,483.2,0.00
1313,0,was,487.83,488,0.43,,,1313,3569,0,for,483.2,483.31,0.50
1314,0,usually,488,488.35,0.00,,,1314,3570,0,right,483.309999,483.509999,0.03
1315,0,stuff,488.35,488.67,0.00,,,1315,3571,0,"there,",483.509999,483.869999,0.10
1316,0,like,488.7,488.91,0.17,,,1316,3572,0,in,484.289999,484.409999,0.10
1317,0,"suspects,",488.91,489.61,0.00,,,1317,3573,0,the,484.41,484.51,0.87
1318,0,"dues,",489.68,490.21,0.00,,,1318,3574,0,front!,484.51,484.98,0.03
1319,0,"motives,",490.3,490.79,0.03,,,1319,3575,0,Lyra,485.690001,485.990001,0.00
1320,0,and,490.79,490.96,0.43,,,1320,3576,0,"said,",486.01,486.33,0.77
1321,0,alibis.,490.97,491.61,0.03,,,1321,3577,0,examining,486.46,487.01,0.00
1322,0,She,492.21,492.37,0.33,,,1322,3578,0,the,487.02,487.13,0.87
1323,0,examined,492.37,492.86,0.00,,,1323,3579,0,evidence.,487.13,487.6,0.00
1324,0,the,492.89,493.03,0.83,,,1324,3580,0,Tully,488.59,488.6,0.13
1325,0,scene.,493.03,493.47,0.10,,,1325,3581,0,leaped,488.61,488.95,0.00
1326,0,She,494.16,494.35,0.40,,,1326,3582,0,to,488.95,489.05,0.07
1327,0,wrote,494.349999,494.569999,0.07,,,1327,3583,0,her,489.05,489.19,0.47
1328,0,down,494.58,494.89,0.70,,,1328,3584,0,feet.,489.19,489.55,0.80
1329,0,that,494.889999,495.069999,0.10,,,1329,3585,0,You're,489.83,490.14,0.00
1330,0,both,495.07,495.34,0.00,,,1330,3586,0,a,490.14,490.23,0.03
1331,0,Howard,495.34,495.82,0.00,,,1331,3587,0,genius!,490.23,490.95,0.67
1332,0,and,495.89,496.149,0.93,,,1332,3588,0,Whoever,491.26,491.68,0.03
1333,0,Coco's,496.15,496.51,0.53,,,1333,3589,0,took,491.68,491.95,0.20
1334,0,lids,496.54,496.85,0.07,,,1334,3590,0,that,491.97,492.14,0.03
1335,0,had,496.86,497.04,0.00,,,1335,3591,0,bite,492.14,492.32,0.50
1336,0,been,497.04,497.22,0.90,,,1336,3592,0,of,492.32,492.39,0.17
1337,0,removed.,497.219999,497.729999,0.07,,,1337,3593,0,cheese,492.39,492.89,0.77
1338,0,She,498.429999,498.579999,0.60,,,1338,3594,0,is,492.95,493.3,0.27
1339,0,walked,498.58,498.86,0.00,,,1339,3595,0,missing,493.34,493.77,0.33
1340,0,all,498.96,499.34,0.00,,,1340,3596,0,a,493.77,493.84,0.63
1341,0,along,499.34,499.71,0.00,,,1341,3597,0,front,493.84,494.13,0.23
1342,0,the,499.71,499.82,1.00,,,1342,3598,1,tooth!,494.139999,494.679999,0.90
1343,0,row,499.82,500.02,0.00,,,1343,3599,0,"Hmm,",495.66,496.17,0.00
1344,0,of,500.02,500.15,0.73,,,1344,3600,0,Megan,497.07,497.36,0.00
1345,1,"cages,",500.15,500.65,0.07,,,1345,3601,0,and,497.36,497.5,0.00
1346,0,looking,500.75,501.08,0.13,,,1346,3602,0,Emily,497.509999,497.869999,0.03
1347,0,for,501.08,501.21,0.87,,,1347,3603,0,are,497.87,498,0.57
1348,0,something,501.219999,501.739999,0.03,,,1348,3604,0,both,498.02,498.29,0.43
1349,0,out,501.74,501.81,0.00,,,1349,3605,0,missing,498.29,498.64,0.83
1350,0,of,501.809999,501.939999,1.00,,,1350,3606,1,"teeth,",498.65,499.1,0.13
1351,0,place.,501.94,502.4,0.10,,,1351,3607,0,Alex,499.15,499.47,0.00
1352,0,Aha!,503.129999,503.669999,0.00,,,1352,3608,0,said.,499.469999,499.809999,0.80
1353,0,At,504.059999,504.189999,0.00,,,1353,3609,0,But,500.589999,500.669999,0.00
1354,0,the,504.190001,504.330001,0.40,,,1354,3610,0,that,500.67,500.75,0.03
1355,0,end,504.37,504.57,0.47,,,1355,3611,0,doesn't,500.75,500.92,0.07
1356,0,of,504.57,504.7,0.97,,,1356,3612,0,make,500.969999,501.179999,0.27
1357,0,the,504.7,504.78,1.00,,,1357,3613,0,"sense,",501.179999,501.689999,0.40
1358,0,table,504.78,505.24,0.17,,,1358,3614,0,because,501.87,502.24,0.17
1359,0,next,505.26,505.49,0.00,,,1359,3615,0,Megan,502.27,502.64,0.13
1360,0,to,505.49,505.65,1.00,,,1360,3616,0,has,502.639999,502.769999,0.17
1361,0,Zake's,505.97,505.98,0.00,,,1361,3617,0,already,502.77,503.01,0.00
1362,0,cage,505.99,506.46,0.70,,,1362,3618,0,been,503.01,503.32,0.40
1363,0,was,506.51,506.69,0.27,,,1363,3619,0,cleared,503.369999,503.959999,0.17
1364,0,a,506.69,506.76,0.93,,,1364,3620,0,and,504.34,504.82,0.07
1365,0,paper,506.76,507.11,0.00,,,1365,3621,0,Emily,504.91,505.29,0.20
1366,1,towel.,507.11,507.61,0.00,,,1366,3622,0,already,505.29,505.58,0.07
1367,0,Sitting,508.29,508.55,0.00,,,1367,3623,0,has,505.58,505.91,0.77
1368,0,on,508.55,508.68,0.50,,,1368,3624,0,a,505.91,505.97,0.30
1369,0,top,508.68,508.99,0.07,,,1369,3625,1,turtle.,505.97,506.45,0.23
1370,0,of,508.99,509.14,1.00,,,1370,3626,0,Why,507.01,507.16,0.03
1371,0,the,509.14,509.21,0.87,,,1371,3627,0,would,507.16,507.33,0.63
1372,0,paper,509.21,509.51,0.50,,,1372,3628,0,she,507.33,507.6,0.40
1373,1,towel,509.52,509.98,0.63,,,1373,3629,0,steal,507.6,508.07,0.23
1374,0,was,510.1,510.27,0.97,,,1374,3630,0,one?,508.07,508.38,0.00
1375,0,a,510.27,510.33,0.83,,,1375,3631,0,Tully,509.01,509.29,0.17
1376,0,large,510.33,510.75,0.00,,,1376,3632,0,reasoned.,509.29,509.73,0.00
1377,0,hunk,510.75,511,0.00,,,1377,3633,0,She,510.6,510.76,0.23
1378,0,of,511.01,511.16,1.00,,,1378,3634,0,sank,510.76,511,0.00
1379,0,cheddar,511.16,511.49,0.00,,,1379,3635,0,back,511,511.24,0.00
1380,1,cheese,511.49,512.14,0.93,,,1380,3636,0,down.,511.24,511.63,0.07
1381,0,with,512.22,512.39,0.13,,,1381,3637,0,"Well,",512.37,512.78,0.00
1382,0,a,512.389999,512.459999,0.43,,,1382,3638,0,we,513.16,513.3,0.07
1383,0,single,512.47,512.95,0.00,,,1383,3639,0,could,513.3,513.45,0.07
1384,0,bite,513.01,513.28,0.43,,,1384,3640,0,still,513.45,513.66,0.00
1385,0,taken,513.28,513.62,0.53,,,1385,3641,0,talk,513.66,513.99,0.07
1386,0,out.,513.62,513.79,0.80,,,1386,3642,0,to,513.99,514.13,0.83
1387,0,A,514.389999,514.489999,0.00,,,1387,3643,0,"Emily,",514.13,514.6,0.13
1388,0,bite,514.49,514.81,0.10,,,1388,3644,0,Caleb,514.71,515.07,0.00
1389,0,so,514.809999,515.299999,0.00,,,1389,3645,0,"said,",515.07,515.35,0.97
1390,0,"perfect,",515.3,515.92,0.00,,,1390,3646,0,patting,515.45,515.81,0.00
1391,0,she,516.02,516.23,0.03,,,1391,3647,0,Tully's,515.809999,516.069999,0.03
1392,0,could,516.23,516.36,0.00,,,1392,3648,0,shoulder.,516.07,516.56,0.13
1393,0,see,516.36,516.57,0.27,,,1393,3649,0,That,517.219999,517.379999,0.00
1394,0,all,516.63,516.95,0.00,,,1394,3650,0,is,517.38,517.56,0.37
1395,0,of,516.95,517.08,0.30,,,1395,3651,0,"true,",517.559999,518.049999,0.03
1396,0,the,517.08,517.16,0.93,,,1396,3652,0,"okay,",518.7,519.14,0.00
1397,0,teeth,517.16,517.45,0.73,,,1397,3653,0,let's,519.679999,519.839999,0.50
1398,1,marks.,517.48,517.88,0.87,,,1398,3654,0,go,519.839999,519.979999,0.63
1399,0,Tully,518.83,519.1,0.30,,,1399,3655,0,find,519.98,520.26,0.07
1400,0,carefully,519.099999,519.529999,0.00,,,1400,3656,0,her!,520.26,520.47,0.37
1401,0,lifted,519.53,519.96,0.00,,,1401,3657,0,Tully,520.99,521.25,0.30
1402,0,the,519.96,520.03,0.90,,,1402,3658,0,said,521.25,521.47,0.70
1403,0,hunk,520.029999,520.279999,0.03,,,1403,3659,0,leaping,521.469999,521.759999,0.00
1404,0,of,520.279999,520.389999,1.00,,,1404,3660,0,to,521.76,521.88,0.33
1405,1,cheese,520.389999,520.869999,0.83,,,1405,3661,0,her,521.879999,522.019999,0.77
1406,0,and,520.959999,521.139999,0.53,,,1406,3662,1,feet.,522.02,522.32,0.93
1407,0,placed,521.139999,521.479999,0.07,,,1407,3663,0,The,522.93,523.06,0.20
1408,0,it,521.48,521.5,0.93,,,1408,3664,0,bell,523.06,523.32,0.00
1409,0,in,521.51,521.68,0.47,,,1409,3665,0,rang,523.32,523.69,0.97
1410,0,her,521.68,521.79,0.40,,,1410,3666,0,and,523.73,523.9,0.70
1411,0,backpack.,521.799999,522.319999,0.60,,,1411,3667,0,it,523.9,523.97,0.00
1412,0,She,522.99,523.16,0.70,,,1412,3668,0,was,523.97,524.12,0.77
1413,0,quickly,523.16,523.51,0.03,,,1413,3669,1,library,524.12,524.58,0.00
1414,0,finished,523.51,523.86,0.00,,,1414,3670,0,time.,524.58,524.94,0.90
1415,0,giving,523.88,524.15,0.00,,,1415,3671,0,Perfect!,525.53,526.16,0.00
1416,0,food,524.15,524.41,0.00,,,1416,3672,0,Emily,526.67,526.95,0.03
1417,0,and,524.41,524.56,0.03,,,1417,3673,0,should,526.95,527.09,0.00
1418,0,water,524.56,524.91,0.50,,,1418,3674,0,be,527.1,527.23,0.77
1419,0,to,524.92,525.05,1.00,,,1419,3675,0,heading,527.23,527.49,0.00
1420,0,Howard,525.05,525.34,0.03,,,1420,3676,0,to,527.49,527.57,0.80
1421,0,and,525.34,525.5,0.90,,,1421,3677,0,the,527.57,527.67,0.87
1422,0,Zake,525.5,525.6,0.23,,,1422,3678,0,library,527.67,528.13,0.93
1423,0,and,526.01,526.14,0.53,,,1423,3679,0,now.,528.13,528.57,0.23
1424,0,glanced,526.15,526.37,0.00,,,1424,3680,0,Let's,529.23,529.43,0.13
1425,0,at,526.54,526.64,0.37,,,1425,3681,0,go,529.43,529.63,0.77
1426,0,the,526.64,526.72,0.73,,,1426,3682,0,rattle,529.63,530.07,0.00
1427,1,clock.,526.72,527.11,0.13,,,1427,3683,0,her,530.08,530.31,0.70
1428,0,Alex,528.35,528.67,0.00,,,1428,3684,0,feathers.,530.309999,531.079999,0.03
1429,0,would,528.67,528.75,0.07,,,1429,3685,0,The,532.05,532.22,0.07
1430,0,be,528.76,528.89,0.47,,,1430,3686,0,rain,532.219999,532.599999,0.00
1431,0,in,528.89,528.98,0.07,,,1431,3687,0,splashed,532.61,533.1,0.00
1432,0,extended,528.98,529.44,0.00,,,1432,3688,0,the,533.099999,533.209999,0.07
1433,0,day,529.44,529.62,0.03,,,1433,3689,0,window,533.21,533.48,0.20
1434,0,right,529.62,529.81,0.00,,,1434,3690,0,"panes,",533.509999,533.719999,0.00
1435,0,"now,",529.81,530.07,0.83,,,1435,3691,0,but,534.16,534.31,0.00
1436,0,so,530.34,530.76,0.33,,,1436,3692,0,the,534.309999,534.399999,0.50
1437,0,Tully,530.91,531.17,0.17,,,1437,3693,0,library,534.4,534.93,0.07
1438,0,had,531.179999,531.369999,0.07,,,1438,3694,0,was,534.929999,535.139999,0.93
1439,0,20,531.38,531.74,0.00,,,1439,3695,0,warm,535.15,535.62,0.03
1440,0,minutes,531.74,532.13,0.90,,,1440,3696,0,and,535.62,535.81,0.90
1441,0,to,532.13,532.22,0.87,,,1441,3697,0,bright,535.82,536.16,0.00
1442,0,go,532.219999,532.379999,0.07,,,1442,3698,0,and,536.16,536.37,0.27
1443,0,see,532.38,532.61,0.03,,,1443,3699,0,smelled,536.37,536.69,0.00
1444,0,him,532.61,532.79,0.40,,,1444,3700,0,wonderful,536.69,537.41,0.00
1445,0,and,532.83,533.02,0.27,,,1445,3701,0,like,537.66,537.86,0.07
1446,0,tell,533.02,533.25,0.27,,,1446,3702,0,dusty,537.86,538.24,0.00
1447,0,him,533.25,533.34,1.00,,,1447,3703,0,old,538.24,538.46,0.17
1448,0,about,533.34,533.61,0.53,,,1448,3704,1,books.,538.48,538.93,0.90
1449,0,Coco!,533.63,534.11,0.37,,,1449,3705,0,The,539.74,539.87,0.30
1450,0,Extended,535.7,536.16,0.00,,,1450,3706,0,rest,539.869999,540.179999,0.00
1451,0,day,536.16,536.34,0.37,,,1451,3707,0,of,540.18,540.2,0.97
1452,0,was,536.34,536.52,0.23,,,1452,3708,0,the,540.199999,540.269999,1.00
1453,0,held,536.53,536.74,0.00,,,1453,3709,0,class,540.27,540.64,0.33
1454,0,in,536.77,536.81,0.30,,,1454,3710,0,had,540.64,540.8,0.03
1455,0,the,536.82,536.9,0.93,,,1455,3711,0,spread,540.8,541.05,0.00
1456,0,gym,536.9,537.17,0.13,,,1456,3712,0,out,541.05,541.26,0.77
1457,0,after,537.17,537.39,0.10,,,1457,3713,0,among,541.28,541.51,0.00
1458,1,school.,537.389999,537.849999,0.67,,,1458,3714,0,the,541.51,541.63,0.90
1459,0,Alex,538.369999,538.719999,0.10,,,1459,3715,0,rows,541.63,541.91,0.00
1460,0,was,538.719999,538.849999,0.73,,,1460,3716,0,of,541.91,542.06,0.80
1461,0,at,538.85,538.94,0.03,,,1461,3717,0,"bookshelves,",542.06,542.63,0.03
1462,0,the,538.940001,539.030001,0.87,,,1462,3718,0,searching,543.02,543.4,0.00
1463,0,crafts,539.029999,539.349999,0.00,,,1463,3719,0,for,543.4,543.53,0.93
1464,0,"table,",539.379999,539.829999,0.60,,,1464,3720,0,books,543.53,543.76,0.20
1465,0,drawing,539.879999,540.169999,0.00,,,1465,3721,0,to,543.76,543.87,0.47
1466,0,some,540.17,540.35,0.03,,,1466,3722,0,check,543.87,544.08,0.13
1467,0,kind,540.36,540.54,0.00,,,1467,3723,0,out.,544.08,544.29,0.90
1468,0,of,540.54,540.77,1.00,,,1468,3724,0,This,545.23,545.45,0.00
1469,0,weird,540.77,541.18,0.00,,,1469,3725,0,is,545.46,545.6,0.97
1470,0,science,541.19,541.59,0.00,,,1470,3726,0,the,545.6,545.75,0.40
1471,0,experiment,541.59,542.12,0.20,,,1471,3727,0,best,545.78,546.08,0.27
1472,0,with,542.13,542.29,0.20,,,1472,3728,0,time,546.09,546.34,0.37
1473,0,Javier.,542.29,542.84,0.00,,,1473,3729,0,to,546.34,546.46,0.90
1474,0,Tully,543.61,543.89,0.27,,,1474,3730,0,find,546.46,546.9,0.10
1475,0,slipped,543.89,544.19,0.00,,,1475,3731,0,"Emily,",546.93,547.53,0.50
1476,0,into,544.19,544.38,0.20,,,1476,3732,0,Alex,548.13,548.41,0.03
1477,0,the,544.38,544.49,0.77,,,1477,3733,0,said,548.42,548.64,0.93
1478,0,seat,544.49,544.78,0.03,,,1478,3734,0,quietly.,548.639999,549.219999,0.03
1479,0,opposite,544.81,545.19,0.00,,,1479,3735,0,They,550.05,550.18,0.10
1480,0,Alex.,545.23,545.77,0.17,,,1480,3736,0,checked,550.179999,550.459999,0.00
1481,0,Coco's,547.05,547.44,0.00,,,1481,3737,0,each,550.48,550.75,0.03
1482,0,"gone,",547.45,547.92,0.07,,,1482,3738,0,row,550.75,551.03,0.57
1483,0,Tully,548.349999,548.639999,0.17,,,1483,3739,0,until,551.03,551.3,0.00
1484,0,said.,548.639999,548.949999,0.93,,,1484,3740,0,they,551.3,551.45,1.00
1485,0,Alex,549.59,549.92,0.17,,,1485,3741,0,saw,551.45,551.72,0.03
1486,0,looked,549.92,550.13,0.30,,,1486,3742,0,her.,551.719999,552.019999,0.30
1487,0,up,550.13,550.29,0.10,,,1487,3743,0,She,552.66,552.81,0.37
1488,0,and,550.26,550.36,0.43,,,1488,3744,0,was,552.809999,552.909999,0.87
1489,0,squinted,550.38,550.75,0.00,,,1489,3745,0,looking,552.91,553.19,0.27
1490,0,at,550.81,550.9,0.60,,,1490,3746,0,down,553.19,553.42,0.00
1491,0,her.,550.91,551.19,0.13,,,1491,3747,0,at,553.42,553.53,0.80
1492,0,What,551.91,552.03,0.33,,,1492,3748,0,a,553.53,553.57,0.40
1493,0,are,552.03,552.09,0.07,,,1493,3749,0,book,553.57,553.79,0.87
1494,0,you,552.09,552.2,0.87,,,1494,3750,0,in,553.79,553.88,0.00
1495,0,doing,552.25,552.57,0.13,,,1495,3751,0,her,553.88,553.99,0.20
1496,0,"here,",552.57,552.77,0.63,,,1496,3752,1,"hand,",554.03,554.43,0.60
1497,0,Tully?,552.77,553.26,0.00,,,1497,3753,0,standing,554.66,555.01,0.00
1498,0,Never,553.62,553.86,0.00,,,1498,3754,0,in,555.009999,555.119999,0.37
1499,0,mind,553.86,554.14,0.60,,,1499,3755,0,front,555.12,555.28,0.07
1500,0,that.,554.15,554.54,0.33,,,1500,3756,0,of,555.28,555.38,0.97
1501,0,Coco's,554.76,555.21,0.20,,,1501,3757,0,the,555.38,555.49,0.70
1502,0,been,555.26,555.64,0.00,,,1502,3758,0,same,555.5,555.99,0.00
1503,0,turtle-napped!,556.609999,556.619999,0.00,,,1503,3759,0,animal,556,556.44,0.00
1504,0,What?,557.43,557.86,0.00,,,1504,3760,0,section,556.440001,556.950001,0.10
1505,0,The,558.08,558.2,0.00,,,1505,3761,0,that,556.949999,557.169999,0.40
1506,0,turtle's,558.21,558.55,0.47,,,1506,3762,0,Tully,557.41,557.6,0.23
1507,0,taking,558.55,558.85,0.00,,,1507,3763,0,searched,557.6,558.01,0.00
1508,0,a,558.85,558.93,0.80,,,1508,3764,0,through,558.01,558.23,0.03
1509,1,nap?,558.93,559.4,0.00,,,1509,3765,0,on,558.23,558.35,0.00
1510,0,No!,559.71,560.18,0.67,,,1510,3766,0,Wednesday.,558.37,558.95,0.07
1511,0,Like,560.59,560.78,0.00,,,1511,3767,0,"Oh,",560.04,560.39,0.00
1512,0,kidnapped!,561.05,561.71,0.27,,,1512,3768,0,Emily,560.43,561.37,0.03
1513,0,Coco's,562.3,562.5,0.00,,,1513,3769,0,Tully,561.78,562.05,0.33
1514,0,gone!,562.67,563.09,0.17,,,1514,3770,0,whispered.,562.05,562.57,0.00
1515,0,Javier,563.85,564.25,0.00,,,1515,3771,0,Emily,563.24,563.54,0.13
1516,0,gasped.,564.26,564.82,0.03,,,1516,3772,0,snapped,563.54,563.84,0.00
1517,0,That's,565.26,565.55,0.03,,,1517,3773,0,the,563.88,563.97,0.17
1518,0,terrible!,565.61,566.46,0.27,,,1518,3774,0,book,563.97,564.17,1.00
1519,0,I,566.94,567.08,0.00,,,1519,3775,0,shut,564.17,564.46,0.37
1520,0,"know,",567.08,567.51,0.10,,,1520,3776,0,and,564.5,564.66,0.90
1521,0,Tully,568.03,568.31,0.20,,,1521,3777,0,held,564.66,564.88,0.00
1522,0,said,568.309999,568.659999,0.80,,,1522,3778,0,it,564.88,564.94,0.50
1523,0,and,568.99,569.14,0.00,,,1523,3779,0,behind,564.94,565.22,0.10
1524,0,then,569.139999,569.279999,0.03,,,1524,3780,0,her,565.22,565.32,0.97
1525,0,quickly,569.28,569.65,0.00,,,1525,3781,1,back.,565.32,565.7,0.93
1526,0,explained,569.65,570.17,0.00,,,1526,3782,0,Hey,566.17,566.54,0.00
1527,0,what,570.17,570.29,0.23,,,1527,3783,0,"guys,",566.55,567.15,0.00
1528,0,she'd,570.29,570.45,0.43,,,1528,3784,0,she,567.59,567.78,0.07
1529,0,found.,570.45,570.88,0.17,,,1529,3785,0,said.,567.79,568.12,0.90
1530,0,We,571.57,571.71,0.10,,,1530,3786,0,Can,568.87,569.01,0.00
1531,0,need,571.71,571.88,0.40,,,1531,3787,0,we,569.01,569.12,0.07
1532,0,to,571.88,571.98,1.00,,,1532,3788,0,talk,569.12,569.39,0.50
1533,0,tell,571.98,572.23,0.00,,,1533,3789,0,to,569.389999,569.489999,0.33
1534,0,Mr,572.23,572.55,0.30,,,1534,3790,0,you?,569.49,569.74,0.00
1535,0,"Hornswoggle,",572.549999,573.179999,NA,,,1535,3791,0,Alex,570.009999,570.369999,0.00
1536,0,Alex,573.21,573.52,0.13,,,1536,3792,0,asked.,570.37,570.76,0.43
1537,0,"said,",573.52,573.77,0.93,,,1537,3793,0,Emily,571.469999,571.769999,0.13
1538,0,putting,573.839999,574.109999,0.00,,,1538,3794,0,looked,571.77,572,0.27
1539,0,down,574.109999,574.279999,0.17,,,1539,3795,0,"around,",572,572.4,0.03
1540,0,his,574.279999,574.419999,0.53,,,1540,3796,0,"Um,",573.17,573.79,0.00
1541,0,marker.,574.42,574.83,0.07,,,1541,3797,0,sure.,574.039999,574.649999,0.40
1542,0,He,575.379999,575.529999,0.13,,,1542,3798,0,We're,575.529999,575.669999,0.00
1543,0,won't,575.529999,575.719999,0.00,,,1543,3799,0,looking,575.67,575.99,0.50
1544,0,be,575.719999,575.839999,0.53,,,1544,3800,0,for,575.99,576.12,0.93
1545,0,back,575.84,576.11,0.30,,,1545,3801,0,the,576.119999,576.209999,0.33
1546,0,at,576.109999,576.279999,0.00,,,1546,3802,0,turtle,576.21,576.51,0.80
1547,0,school,576.28,576.61,0.40,,,1547,3803,0,"snatcher,",576.79,577.11,0.00
1548,0,until,576.61,576.89,0.77,,,1548,3804,0,Tully,577.48,577.77,0.33
1549,0,tomorrow.,576.89,577.57,0.67,,,1549,3805,0,"said,",577.77,578.09,0.93
1550,0,I,578.03,578.14,0.07,,,1550,3806,0,explaining,578.32,578.87,0.00
1551,0,was,578.14,578.26,0.07,,,1551,3807,0,about,578.88,579.07,0.00
1552,0,hoping,578.26,578.55,0.10,,,1552,3808,0,the,579.07,579.18,0.57
1553,0,we,578.55,578.63,0.27,,,1553,3809,0,cheese,579.18,579.65,0.07
1554,0,could,578.63,578.75,0.93,,,1554,3810,0,they,579.65,579.8,0.00
1555,0,figure,578.75,578.98,0.13,,,1555,3811,0,found,579.8,580.07,0.80
1556,0,out,578.98,579.1,0.80,,,1556,3812,0,at,580.07,580.17,0.03
1557,0,something,579.1,579.47,0.00,,,1557,3813,0,the,580.17,580.26,1.00
1558,0,"today,",579.53,580.14,0.00,,,1558,3814,0,crime,580.26,580.6,0.30
1559,0,Tully,580.63,580.92,0.40,,,1559,3815,1,scene.,580.6,580.86,0.97
1560,0,said.,580.92,581.22,1.00,,,1560,3816,0,Whoever,582.23,582.7,0.00
1561,0,What,582,582.15,0.07,,,1561,3817,0,bit,582.73,582.93,0.03
1562,0,if,582.15,582.22,0.00,,,1562,3818,0,the,582.94,583.06,0.57
1563,0,he,582.22,582.35,0.00,,,1563,3819,0,cheese,583.06,583.57,1.00
1564,0,climbed,582.35,582.74,0.00,,,1564,3820,0,is,583.6,583.77,0.47
1565,0,out,582.74,582.82,0.93,,,1565,3821,0,missing,583.77,584.09,0.30
1566,0,of,582.82,582.92,0.80,,,1566,3822,0,a,584.09,584.14,0.83
1567,0,his,582.92,583.08,0.40,,,1567,3823,0,"tooth,",584.139999,584.559999,0.57
