Word,Coded by Gentle,Picked up by Gentle,Onset Time ,Offset Time,,Word,Coded by Gentle,Picked up by Gentle,Onset Time ,Offset Time
you,you,you,755.23,755.34,,Coco,Coco,coco,757.41,757.72
happy,happy,happy,755.34,755.69,,back,back,back,757.72,757.97
now?,now,now,755.690001,756.080001,,to,to,to,757.97,758.09
Tully,Tully,tully,757.01,757.24,,Mr,Mr,mr,758.09,758.39
crossed,crossed,crossed,757.24,757.56,,Hornswoggle,Hornswoggle,<unk>,758.39,759.08
her,her,her,757.56,757.66,,so,so,so,759.11,759.26
arms.,arms,arms,757.66,758.03,,she,she,she,759.26,759.42
I,I,i,758.55,758.64,,is,is,is,759.42,759.55
am,am,am,758.64,758.75,,safe.,safe,safe,759.55,760.02
very,very,very,758.75,759.09,,The,The,the,761.05,761.16
"happy,",happy,happy,759.09,759.5,,Gumshoe,Gumshoe,<unk>,761.19,761.53
thank,thank,thank,759.59,759.83,,gang,gang,gang,761.53,761.8
you,you,you,759.83,760,,went,went,went,761.8,761.94
very,very,very,760.01,760.34,,to,to,to,761.94,762.01
much.,much,much,760.34,760.79,,find,find,find,762.01,762.29
Now,Now,now,761.25,761.46,,Mr,Mr,mr,762.29,762.6
hand,hand,hand,761.46,761.68,,Hornswoggle,Hornswoggle,<unk>,762.6,763.22
over,over,over,761.68,761.88,,and,and,and,763.24,763.32
Coco.,Coco,coco,761.88,762.29,,explained,explained,explained,763.33,763.97
Megan,Megan,megan,763.21,763.53,,everything.,everything,everything,764.02,764.65
glared,glared,glared,763.53,763.8,,He,He,he,765.2,765.39
at,at,at,763.8,763.93,,called,called,called,765.389999,765.679999
her.,her,her,763.93,764.23,,Emily's,Emily's,emily's,765.69,766.04
"Wait,",Wait,wait,764.809999,765.099999,,"parents,",parents,parents,766.059999,766.589999
what,what,what,765.62,765.79,,who,who,who,766.65,766.81
are,are,are,765.79,765.84,,said,said,said,766.809999,767.039999
you,you,you,765.84,765.94,,they'd,they'd,they'd,767.04,767.16
talking,talking,talking,765.94,766.26,,bring,bring,bring,767.17,767.38
about,about,about,766.26,766.51,,Coco,Coco,coco,767.38,767.66
now?,now,now,766.51,766.97,,back,back,back,767.66,767.92
You,You,you,767.67,767.8,,by,by,by,767.94,768.06
just,just,just,767.8,767.99,,the,the,the,768.059999,768.209999
said,said,said,767.99,768.25,,end,end,end,768.23,768.44
that,that,that,768.25,768.34,,of,of,of,768.44,768.53
you,you,you,768.34,768.5,,the,the,the,768.53,768.61
snuck,snuck,snuck,768.52,768.88,,school,school,school,768.61,768.89
into,into,into,768.889999,769.169999,,day.,day,day,768.889999,769.139999
the,the,the,769.17,769.28,,He,He,he,769.719999,769.879999
library,library,library,769.28,769.84,,congratulated,congratulated,congratulated,769.88,770.66
to,to,to,769.84,770.01,,the,the,the,770.66,770.73
steal,steal,steal,770.009999,770.319999,,Gumshoe,Gumshoe,<unk>,770.759999,771.069999
Coco!,Coco,coco,770.32,770.85,,gang,gang,gang,771.07,771.33
Alex,Alex,alex,770.99,771.29,,on,on,on,771.339999,771.489999
said.,said,said,771.29,771.64,,solving,solving,solving,771.49,771.9
"No,",No,no,772.209999,772.489999,,the,the,the,771.9,772
"no,",no,no,772.49,772.68,,case,case,case,772,772.47
no.,no,no,772.68,773.19,,and,and,and,772.559999,772.759999
I,I,i,773.82,773.97,,thanked,thanked,thanked,772.779999,773.189999
snuck,snuck,snuck,773.969999,774.209999,,them,them,them,773.199999,773.369999
into,into,into,774.209999,774.399999,,for,for,for,773.369999,773.579999
the,the,the,774.4,774.49,,all,all,all,773.609999,773.849999
library,library,library,774.49,774.96,,of,of,of,773.85,773.96
to,to,to,774.96,775.07,,their,their,their,773.959999,774.109999
play,play,play,775.07,775.24,,hard,hard,hard,774.109999,774.439999
with,with,with,775.24,775.4,,"work,",work,work,774.440001,774.830001
"Howard,",Howard,howard,775.4,775.9,,especially,especially,especially,775.1,775.65
not,not,not,776.2,776.35,,Tully!,Tully,tully,775.65,776.06
to,to,to,776.35,776.42,,I,I,i,776.9,777.04
steal,steal,steal,776.42,776.69,,hope,hope,hope,777.04,777.27
Coco!,Coco,coco,776.69,777.22,,that,that,that,777.27,777.41
Megan,Megan,megan,778.08,778.34,,I,I,i,777.41,777.47
sighed,sighed,<unk>,778.83,778.84,,will,will,will,777.47,777.63
and,and,and,779.21,779.34,,see,see,see,777.63,777.76
looked,looked,looked,779.34,779.51,,you,you,you,777.76,777.9
around,around,around,779.51,779.78,,tomorrow,tomorrow,tomorrow,777.9,778.33
like,like,like,779.78,779.91,,at,at,at,778.33,778.42
she,she,she,779.91,779.99,,my,my,my,778.42,778.54
was,was,was,779.99,780.11,,birthday,birthday,birthday,778.54,778.91
about,about,about,780.11,780.35,,"party,",party,party,778.91,779.25
to,to,to,780.35,780.43,,"Emily,",Emily,emily,779.26,779.79
get,get,get,780.43,780.58,,Tully,Tully,tully,780.14,780.42
into,into,into,780.58,780.81,,said,said,said,780.42,780.76
big,big,big,780.81,781.11,,as,as,as,780.88,781.05
trouble,trouble,trouble,781.13,781.51,,they,they,they,781.05,781.14
if,if,if,781.51,781.61,,were,were,were,781.14,781.26
anyone,anyone,anyone,781.65,781.99,,getting,getting,getting,781.26,781.52
overheard.,overheard,overheard,782.01,782.67,,onto,onto,onto,781.52,781.74
My,My,my,783.98,784.12,,the,the,the,781.74,781.84
parents,parents,parents,784.12,784.54,,bus.,bus,bus,781.84,782.21
don't,don't,don't,784.54,784.75,,I,I,i,782.92,783.03
let,let,let,784.84,785.03,,can,can,can,783.03,783.2
me,me,me,785.03,785.16,,still,still,still,783.2,783.47
have,have,have,785.16,785.33,,come,come,come,783.469999,783.939999
any,any,any,785.33,785.52,,even,even,even,784.139999,784.339999
pets.,pets,pets,785.52,786.01,,though,though,though,784.34,784.46
So,So,so,786.38,786.56,,I,I,i,784.46,784.55
once,once,once,786.559999,786.839999,,stole,stole,stole,784.559999,784.819999
in,in,in,786.84,786.93,,Coco?,Coco,coco,784.82,785.37
a,a,a,786.929999,786.979999,,she,she,she,785.79,786.03
while,while,while,786.98,787.45,,asked.,asked,asked,786.03,786.39
I,I,i,787.49,787.6,,Of,Of,of,786.929999,787.109999
like,like,like,787.599999,787.759999,,course!,course,course,787.11,787.63
to,to,to,787.759999,787.869999,,Make,Make,make,788.16,788.35
play,play,play,787.87,788.07,,sure,sure,sure,788.349999,788.499999
with,with,with,788.07,788.18,,to,to,to,788.5,788.6
that,that,that,788.19,788.38,,wear,wear,wear,788.599999,788.839999
silly,silly,silly,788.38,788.74,,something,something,something,788.839999,789.209999
hamster.,hamster,hamster,788.74,789.26,,elegant!,elegant,elegant,789.25,789.83
Okay?,Okay,okay,789.309999,789.769999,,Tully,Tully,tully,790.43,790.71
You,You,you,789.99,790.17,,said,said,said,790.719999,790.929999
win.,win,win,790.17,790.58,,and,and,and,790.93,791.07
Only,Only,only,791.559999,792.069999,,smiled,smiled,smiled,791.07,791.43
the,the,the,792.21,792.33,,at,at,at,791.43,791.51
Gumshoe,Gumshoe,<unk>,792.51,792.65,,Emily.,Emily,emily,791.549999,791.969999
gang,gang,gang,792.66,792.86,,It,It,it,793.24,793.37
didn't,didn't,didn't,792.869999,793.099999,,was,was,was,793.369999,793.539999
win,win,win,793.1,793.33,,finally,finally,finally,793.55,793.95
anything,anything,anything,793.35,793.81,,the,the,the,793.95,794.07
at,at,at,793.81,793.92,,day,day,day,794.07,794.38
all.,all,all,793.92,794.31,,of,of,of,794.38,794.49
Coco,Coco,coco,794.64,794.98,,Tully's,Tully's,<unk>,794.49,794.87
was,was,was,794.98,795.19,,ninth,ninth,ninth,794.88,795.33
still,still,still,795.19,795.57,,"birthday,",birthday,birthday,795.33,795.97
turtle-napped.,turtlenapped,<unk>,795.95,796.33,,and,and,and,796.2,796.32
Was,Was,was,797.12,797.31,,it,it,it,796.32,796.39
Coco,Coco,coco,797.31,797.67,,was,was,was,796.39,796.51
in,in,in,797.67,797.83,,super,super,super,796.51,796.89
his,his,his,797.83,797.95,,fantastic.,fantastic,fantastic,796.89,797.78
aquarium,aquarium,aquarium,797.95,798.55,,She,She,she,798.23,798.41
when,when,when,798.56,798.72,,wore,wore,wore,798.41,798.59
you,you,you,798.72,798.79,,her,her,her,798.59,798.75
were,were,were,798.79,799,,silver,silver,silver,798.75,799.14
there,there,there,799,799.27,,and,and,and,799.14,799.3
during,during,during,799.28,799.54,,pink,pink,pink,799.3,799.57
lunch?,lunch,lunch,799.54,799.97,,striped,striped,striped,799.57,799.9
Alex,Alex,alex,800.2,800.54,,knee,knee,knee,799.9,800.09
asked.,asked,asked,800.54,800.95,,"socks,",socks,socks,800.09,800.51
"Yes,",Yes,yes,801.54,801.91,,a,a,a,800.849999,800.949999
he,he,he,802.29,802.4,,puffy,puffy,puffy,800.95,801.37
was,was,was,802.4,802.5,,orange,orange,orange,801.4,801.73
lying,lying,lying,802.51,802.75,,"skirt,",skirt,skirt,801.73,802.1
on,on,on,802.75,802.86,,a,a,a,802.53,802.64
that,that,that,802.86,803.02,,neon,neon,neon,802.639999,803.009999
rock,rock,rock,803.02,803.31,,yellow,yellow,yellow,803.01,803.26
like,like,like,803.349999,803.519999,,shirt,shirt,shirt,803.259999,803.609999
he,he,he,803.52,803.61,,with,with,with,803.639999,803.799999
was,was,was,803.61,803.74,,a,a,a,803.8,803.86
a,a,a,803.74,803.82,,green,green,green,803.86,804.32
rock,rock,rock,803.82,804.08,,glitter,glitter,glitter,804.33,804.63
himself.,himself,himself,804.08,804.62,,unicorn,unicorn,unicorn,804.63,805.15
"Honestly,",Honestly,honestly,804.95,805.56,,on,on,on,805.15,805.29
what,what,what,805.599999,805.779999,,"it,",it,it,805.29,805.48
do,do,do,805.78,805.8,,and,and,and,805.7,805.87
you,you,you,805.809999,805.919999,,a,a,a,805.87,805.93
people,people,people,805.92,806.26,,pink,pink,pink,805.929999,806.279999
see,see,see,806.27,806.55,,feather,feather,feather,806.29,806.63
in,in,in,806.549999,806.639999,,boa,boa,boa,806.639999,807.009999
that,that,that,806.639999,806.819999,,wrapped,wrapped,wrapped,807.03,807.34
thing?,thing,thing,806.82,807.12,,around,around,around,807.339999,807.639999
"Anyways,",Anyways,anyways,807.87,808.38,,her,her,her,807.639999,807.779999
good,good,good,808.789999,808.949999,,neck.,neck,neck,807.78,808.14
luck,luck,luck,808.949999,809.089999,,All,All,all,808.84,809.03
with,with,with,809.09,809.18,,of,of,of,809.029999,809.109999
the,the,the,809.190001,809.280001,,her,her,her,809.109999,809.249999
turtle,turtle,turtle,809.279999,809.559999,,friends,friends,friends,809.25,809.59
hunt.,hunt,hunt,809.559999,809.879999,,"came,",came,came,809.59,809.93
Megan,Megan,megan,810.440001,810.750001,,and,and,and,810.109999,810.339999
turned,turned,turned,810.75,811.03,,guess,guess,guess,810.37,810.81
and,and,and,811.03,811.19,,what?,what,what,810.84,811.37
skipped,skipped,skipped,811.19,811.51,,It,It,it,811.94,812.1
off,off,off,811.51,811.7,,turned,turned,turned,812.1,812.39
to,to,to,811.7,811.81,,out,out,out,812.39,812.56
play,play,play,811.81,811.99,,that,that,that,812.56,812.68
with,with,with,811.99,812.14,,her,her,her,812.69,812.85
her,her,her,812.14,812.25,,birthday,birthday,birthday,812.85,813.22
other,other,other,812.25,812.47,,present,present,present,813.22,813.58
friends.,friends,friends,812.47,812.94,,from,from,from,813.59,813.82
And,And,and,813.89,814.06,,Mom,Mom,mom,813.82,814.24
just,just,just,814.06,814.33,,was,was,was,814.26,814.46
like,like,like,814.33,814.52,,a,a,a,814.46,814.53
"that,",that,that,814.52,814.85,,giant,giant,giant,814.53,815.03
one,one,one,815.06,815.35,,glass,glass,glass,815.06,815.44
suspect,suspect,suspect,815.35,815.88,,aquarium,aquarium,aquarium,815.45,816.11
was,was,was,815.88,816.05,,with,with,with,816.22,816.4
down,down,down,816.08,816.39,,a,a,a,816.4,816.42
"already,",already,already,816.39,816.82,,note,note,note,816.42,816.62
and,and,and,817.11,817.32,,inside,inside,inside,816.65,817.04
Tully,Tully,tully,817.5,817.65,,from,from,from,817.04,817.24
was,was,was,817.65,817.85,,Mr,Mr,mr,817.24,817.54
no,no,no,817.86,818.14,,Hornswoggle.,Hornswoggle,<unk>,817.54,818.24
closer,closer,closer,818.139999,818.589999,,It,It,it,818.599999,818.759999
to,to,to,818.59,818.73,,said:,said,said,818.76,819.16
solving,solving,solving,818.73,819.2,,When,When,when,819.48,819.67
the,the,the,819.2,819.29,,Coco's,Coco's,,819.74,820.22
mystery,mystery,mystery,819.29,819.78,,hatchlings,hatchlings,<unk>,820.24,820.55
of,of,of,819.83,820,,get,get,get,820.57,820.73
the,the,the,820,820.05,,big,big,big,820.75,820.93
turtle,turtle,turtle,820.05,820.4,,"enough,",enough,enough,820.929999,821.249999
snatcher.,snatcher,<unk>,820.4,820.85,,Tully,Tully,tully,821.63,821.94
,,,,,,will,will,will,821.94,822.11
,,,,,,have,have,have,822.11,822.31
,,,,,,two,two,two,822.309999,822.659999
,,,,,,Cagle's,Cagle's,<unk>,822.7,823.08
,,,,,,Map,Map,map,823.09,823.33
,,,,,,turtles,turtles,turtles,823.33,823.72
,,,,,,for,for,for,823.719999,823.889999
,,,,,,her,her,her,823.889999,824.029999
,,,,,,very,very,very,824.03,824.42
,,,,,,own.,own,own,824.469999,824.799999
,,,,,,Except,Except,except,825.28,825.72
,,,,,,she,she,she,825.73,825.94
,,,,,,may,may,may,825.94,826.06
,,,,,,have,have,have,826.059999,826.139999
,,,,,,to,to,to,826.139999,826.229999
,,,,,,share,share,share,826.23,826.47
,,,,,,with,with,with,826.469999,826.629999
,,,,,,me,me,me,826.629999,826.809999
,,,,,,too!,too,too,826.809999,827.069999
,,,,,,So,So,so,828.029999,828.409999
,,,,,,that,that,that,828.92,829.12
,,,,,,was,was,was,829.12,829.26
,,,,,,the,the,the,829.26,829.38
,,,,,,story,story,story,829.38,829.77
,,,,,,of,of,of,829.77,829.91
,,,,,,how,how,how,829.91,830.26
,,,,,,my,my,my,830.29,830.53
,,,,,,"sister,",sister,sister,830.53,831.05
,,,,,,the,the,the,831.35,831.49
,,,,,,greatest,greatest,greatest,831.49,831.95
,,,,,,detective,detective,detective,831.95,832.49
,,,,,,in,in,in,832.49,832.59
,,,,,,the,the,the,832.59,832.7
,,,,,,world,world,world,832.7,833.15
,,,,,,solved,solved,solved,833.28,833.59
,,,,,,Watson,Watson,watson,833.59,834.02
,,,,,,Elementary's,Elementary's,<unk>,834.25,834.72
,,,,,,greatest,greatest,greatest,834.76,835.23
,,,,,,mystery:,mystery,mystery,835.23,835.76
,,,,,,The,The,the,836.09,836.23
,,,,,,case,case,case,836.23,836.61
,,,,,,of,of,of,836.63,836.84
,,,,,,the,the,the,836.84,836.9
,,,,,,turtle,turtle,turtle,836.9,837.21
,,,,,,snatcher.,snatcher,<unk>,837.35,837.79
